recency	history	used_discount	used_bogo	is_referral	treatment	zip_code_Rural	zip_code_Surburban	zip_code_Urban	channel_Multichannel	channel_Phone	channel_Web	proba_CN	proba_CR	proba_TN	proba_TR	uplift_score	target_class
9	69.74	0	1	0	1	0	0	1	0	0	1	0.39596218	0.067545876	0.4740578	0.062434208	-0.05870521	2
8	29.99	1	0	0	0	0	0	1	0	1	0	0.49829945	0.03425207	0.38346735	0.08398115	0.2306834	0
8	185.73	1	0	1	0	0	1	0	0	1	0	0.48129854	0.012094184	0.46637556	0.040231697	0.10980338	0
10	295.48	1	0	0	1	0	1	0	0	1	0	0.48550692	0.024569355	0.44999287	0.039930873	0.06667256	2
6	368.87	1	0	1	0	1	0	0	0	1	0	0.51400656	0.040685683	0.41289872	0.032409053	-0.0011384934	0
6	43.99	1	0	1	0	0	1	0	0	0	1	0.5405922	0.04541036	0.35677457	0.05722288	0.121457286	0
10	170.12	0	1	0	1	0	0	1	0	0	1	0.41809863	0.056606635	0.45594785	0.06934687	0.025538541	2
8	29.99	0	1	0	0	0	0	1	0	0	1	0.4394229	0.059954677	0.4013693	0.0992531	0.15640119	0
2	125.14	1	0	1	1	0	1	0	0	1	0	0.46169126	0.014520754	0.4168016	0.10698639	0.3475258	2
10	29.99	1	0	1	1	0	1	0	0	1	0	0.52091	0.007269546	0.44508195	0.026738474	0.08581492	2
12	206.5	1	0	0	1	0	1	0	0	1	0	0.48745486	0.01898792	0.4156813	0.07787586	0.24058434	2
10	683.91	1	1	1	0	0	1	0	0	0	1	0.36867338	0.036457192	0.47409412	0.12077531	0.22607914	0
11	237.87	1	0	1	0	0	1	0	0	0	1	0.45782697	0.03910689	0.37723404	0.12583211	0.34286797	0
3	51.58	0	1	1	0	1	0	0	0	0	1	0.4254769	0.049656253	0.41855863	0.1063082	0.19606596	0
9	166.01	0	1	0	0	0	1	0	0	0	1	0.5261526	0.04161902	0.35554445	0.07668391	0.20822573	0
2	29.99	0	1	0	1	0	0	1	0	1	0	0.41031492	0.07149674	0.4244888	0.09369957	0.06486	2
4	265.25	0	1	0	0	1	0	0	0	0	1	0.36908647	0.098164074	0.38519812	0.14755131	0.13374639	1
1	169.83	1	0	0	1	0	1	0	0	0	1	0.4019732	0.069174625	0.29104546	0.23780674	0.60568863	2
7	236.44	1	1	1	1	0	1	0	1	0	0	0.5084566	0.029285714	0.33676636	0.12549134	0.43402866	2
10	127.15	0	1	0	0	0	0	1	0	1	0	0.51395655	0.03174433	0.3761129	0.07818619	0.22786239	0
3	117.83	1	0	1	0	0	0	1	0	0	1	0.62558216	0.0260917	0.3076603	0.040665876	0.15341707	0
8	197.6	1	0	0	1	0	1	0	0	0	1	0.38152152	0.03926928	0.48975614	0.08945308	0.12223482	2
8	94.25	1	0	0	1	0	1	0	0	1	0	0.43219104	0.037485775	0.41567272	0.11465041	0.2727557	2
1	269.18	0	1	0	1	1	0	0	0	0	1	0.42057437	0.1335722	0.2361839	0.20966958	0.45844865	3
3	576.06	1	0	1	0	0	1	0	0	1	0	0.48866028	0.032585777	0.19674084	0.28201315	1.0530826	0
6	40.65	0	1	1	1	0	0	1	0	1	0	0.5539905	0.007452723	0.3766596	0.06189721	0.25572833	2
9	47.16	1	0	1	1	0	1	0	0	0	1	0.43302488	0.022773137	0.44711316	0.09708884	0.25688523	2
4	368.25	1	1	0	1	0	0	1	1	0	0	0.4326959	0.11946643	0.33069766	0.11714002	0.09041391	2
1	90.86	1	0	1	1	0	0	1	0	1	0	0.4455449	0.0382594	0.43502778	0.081167914	0.15632442	2
9	141.23	0	1	0	1	1	0	0	0	1	0	0.4275956	0.027484894	0.45823342	0.086686164	0.19737004	2
2	29.99	1	0	1	1	0	1	0	0	0	1	0.40430322	0.050286222	0.46116826	0.084242254	0.087675184	2
1	29.99	1	0	0	0	0	0	1	0	0	1	0.44251728	0.098203406	0.36286813	0.09641115	0.05660516	0
2	287.56	0	1	0	1	0	1	0	0	1	0	0.43115395	0.057706296	0.3887964	0.12234334	0.24262291	2
3	298.93	1	0	0	0	0	1	0	0	1	0	0.44893652	0.052082933	0.39979818	0.09918234	0.18963204	0
3	366.41	0	1	0	0	0	1	0	0	0	1	0.37882504	0.056120165	0.38929927	0.17575549	0.36402678	0
6	132.49	0	1	1	0	1	0	0	0	0	1	0.6494491	0.03334598	0.2074006	0.10980435	0.5946493	0
9	118.59	1	0	0	0	0	0	1	0	0	1	0.45298323	0.036473174	0.42789713	0.08264642	0.1747231	0
10	155.25	0	1	0	1	0	0	1	0	0	1	0.467746	0.050284527	0.41880214	0.06316733	0.06798435	2
2	29.99	0	1	1	0	0	1	0	0	0	1	0.4136618	0.051876593	0.45420462	0.08025697	0.077461265	0
5	404.66	1	0	0	0	0	1	0	0	1	0	0.3469752	0.025164299	0.5413984	0.08646213	0.14017704	0
9	29.99	1	0	0	1	0	1	0	0	0	1	0.47913837	0.043213755	0.39808056	0.07956736	0.16770494	2
1	475.42	1	0	0	1	0	1	0	0	1	0	0.26988757	0.3388548	0.2703426	0.12091504	-0.4952106	2
10	63.56	0	1	1	0	0	1	0	0	0	1	0.4505135	0.022154117	0.4862513	0.04108107	0.062066335	0
8	44.6	1	0	0	1	0	0	1	0	0	1	0.4422008	0.083996885	0.35397786	0.119824484	0.18653962	2
2	93.76	0	1	0	1	0	0	1	0	1	0	0.3567286	0.15391393	0.38686594	0.10249149	-0.18394262	2
9	115.48	1	0	0	0	0	0	1	0	0	1	0.48985356	0.049075317	0.38643324	0.07463786	0.14163688	0
7	29.99	0	1	1	1	0	0	1	0	0	1	0.4829177	0.025023736	0.44848514	0.043573454	0.078576766	2
9	163.32	1	0	1	1	0	1	0	0	0	1	0.49838683	0.023751123	0.4294694	0.048392624	0.11156168	2
11	29.99	0	1	0	0	0	1	0	0	1	0	0.42485547	0.06376696	0.41130322	0.100074366	0.1303842	0
6	126.13	1	0	0	1	0	1	0	0	0	1	0.4875746	0.05943964	0.36426696	0.088718735	0.17438267	2
2	29.99	0	1	1	1	0	0	1	0	0	1	0.43152735	0.051715866	0.44184962	0.07490717	0.075876	2
12	185.69	1	0	0	0	0	0	1	0	0	1	0.37935767	0.08372397	0.46314454	0.07377383	-0.086790174	0
1	952.5	1	1	1	1	1	0	0	0	1	0	0.24990998	0.51474476	0.16283819	0.07250707	-0.7301695	3
4	142.67	0	1	0	0	0	1	0	0	1	0	0.45318136	0.049198892	0.41504833	0.082571454	0.13600253	0
10	29.99	0	1	1	1	0	1	0	0	0	1	0.442815	0.034126125	0.46371803	0.05934082	0.08379504	2
3	138.72	0	1	1	1	1	0	0	0	1	0	0.47626263	0.021789717	0.37002933	0.13191837	0.43812618	2
3	386.03	1	0	0	0	0	0	1	1	0	0	0.37948924	0.08277147	0.37741184	0.16032745	0.23818585	0
11	245.93	1	0	0	0	0	1	0	0	1	0	0.40940696	0.09316823	0.425709	0.07171576	-0.08241513	1
3	29.99	1	0	0	0	0	1	0	0	0	1	0.38691753	0.07828839	0.42295796	0.1118361	0.08166471	0
4	184.14	0	1	0	0	0	0	1	0	1	0	0.4158329	0.04564955	0.47448382	0.06403371	0.03997597	1
5	42.82	0	1	0	0	0	0	1	0	1	0	0.4732467	0.05094115	0.4088941	0.0669181	0.08691721	0
2	29.99	1	0	0	1	0	0	1	0	1	0	0.45058683	0.056325153	0.3987506	0.09433739	0.16041064	2
4	29.99	0	1	0	0	0	1	0	0	1	0	0.42903197	0.054118376	0.43457824	0.08227143	0.094334334	0
3	67.15	0	1	0	0	0	1	0	0	0	1	0.44467175	0.05001181	0.3864173	0.118899114	0.26839548	0
1	46.85	1	0	1	0	0	1	0	0	1	0	0.47078493	0.028680062	0.4034622	0.09707274	0.2730329	0
11	35.86	0	1	0	1	1	0	0	0	0	1	0.39943206	0.030258019	0.4634298	0.10688007	0.23397756	3
4	32.17	0	1	1	1	0	0	1	0	1	0	0.44019803	0.028341144	0.51620334	0.015257508	-0.063559264	3
10	652.24	1	1	1	0	0	0	1	1	0	0	0.41108185	0.023646781	0.47476208	0.09050932	0.21144451	0
3	425.01	0	1	1	0	0	0	1	0	1	0	0.4026579	0.04317053	0.5089949	0.04517668	-0.030622125	0
4	441.72	0	1	1	0	0	0	1	0	0	1	0.50017	0.02527211	0.38191167	0.092646174	0.2942589	0
1	547.24	1	1	1	0	0	0	1	1	0	0	0.4537668	0.07157782	0.32024217	0.15441325	0.37813455	0
10	92.49	1	0	1	0	0	1	0	0	0	1	0.37057197	0.09500961	0.47917652	0.055241946	-0.20139633	0
6	128.34	1	0	0	1	0	1	0	0	0	1	0.40112373	0.05848508	0.45884767	0.081543505	0.047294945	2
7	116.08	0	1	1	0	0	0	1	0	1	0	0.49731737	0.009275733	0.44512802	0.048278846	0.15907578	0
8	119.66	0	1	0	1	0	1	0	0	0	1	0.4795119	0.059819706	0.36267772	0.09799069	0.20359921	2
9	165.43	0	1	1	0	0	0	1	0	1	0	0.51255757	0.0028376065	0.42472026	0.05988456	0.2361366	0
10	159.35	1	0	1	1	0	0	1	0	1	0	0.5149847	0.01894158	0.43263802	0.03343564	0.07252593	2
5	29.99	1	0	0	1	0	1	0	0	0	1	0.46184266	0.053043567	0.39886564	0.08624818	0.1495392	2
11	85.03	1	0	0	0	0	1	0	0	1	0	0.4074859	0.04700026	0.28060302	0.26491085	0.76440597	0
3	186.93	0	1	0	1	0	0	1	0	0	1	0.47345033	0.059687365	0.38968608	0.077176206	0.10670684	2
1	308.14	0	1	0	1	0	1	0	0	1	0	0.47947484	0.05161939	0.35577422	0.11313159	0.28814557	2
7	29.99	1	0	0	0	0	1	0	0	1	0	0.4809787	0.04489048	0.42048302	0.053647775	0.05557072	0
6	29.99	0	1	1	1	0	1	0	0	1	0	0.47318816	0.0108251	0.47191003	0.044076655	0.12611362	2
1	218.87	0	1	0	1	1	0	0	1	0	0	0.4489366	0.10093128	0.25545722	0.19467488	0.49785683	2
3	240.0	1	0	1	0	0	0	1	0	1	0	0.5179136	0.014620193	0.39126757	0.076198615	0.27109885	0
1	394.42	1	1	0	0	0	1	0	0	0	1	0.4171215	0.10582656	0.33578062	0.14127128	0.18753737	1
9	149.55	0	1	1	1	0	1	0	0	0	1	0.44952995	0.013240675	0.49406773	0.043161657	0.10345885	2
3	357.32	0	1	0	1	1	0	0	0	1	0	0.3821933	0.09720136	0.36885092	0.15175444	0.17747517	3
2	36.05	1	0	0	0	0	1	0	0	0	1	0.3895184	0.10001179	0.4288208	0.08164906	-0.08870551	0
8	532.04	0	1	1	0	1	0	0	1	0	0	0.47583655	0.029711394	0.44403565	0.050416388	0.08638696	0
2	399.53	1	0	0	0	0	1	0	0	0	1	0.35760313	0.095339715	0.37176898	0.1752882	0.21986145	0
1	979.15	0	1	1	0	0	0	1	0	0	1	0.58061665	0.04760325	0.29010794	0.08167217	0.28780773	0
3	395.67	1	0	1	1	0	0	1	0	1	0	0.44541043	0.04665892	0.42467803	0.083252594	0.13816717	3
10	190.45	0	1	0	1	0	1	0	0	1	0	0.54800355	0.036516342	0.3016202	0.11385994	0.4231437	2
10	173.82	0	1	1	1	0	0	1	0	1	0	0.5766646	0.005886145	0.3779548	0.0394944	0.1690096	2
11	186.51	1	0	0	1	0	1	0	0	0	1	0.45341054	0.082565494	0.40545675	0.058567267	-0.055661947	2
9	584.95	0	1	1	0	0	1	0	1	0	0	0.69757676	0.016222935	0.22133456	0.06486578	0.40783414	0
12	105.82	1	0	1	1	0	1	0	0	1	0	0.33073255	0.007560796	0.5988257	0.062881	0.14535739	2
4	44.68	1	0	1	0	0	0	1	0	0	1	0.51355076	0.024233326	0.38889384	0.07332204	0.22714028	0
3	590.99	1	0	1	1	0	0	1	1	0	0	0.34300366	0.070967756	0.329611	0.25641757	0.5322395	2
7	221.0	1	1	1	0	0	0	1	0	0	1	0.4667614	0.027494574	0.34936538	0.15637866	0.5071538	0
7	68.53	1	0	0	0	0	0	1	0	0	1	0.4163819	0.048626196	0.45207524	0.08291666	0.10083226	1
1	372.21	1	1	1	1	0	1	0	0	0	1	0.45065618	0.1475276	0.28254244	0.11927381	0.10042167	3
3	586.21	1	1	1	1	0	0	1	0	0	1	0.33108777	0.03639509	0.5420108	0.09050634	0.088100456	3
10	57.79	1	0	1	0	0	1	0	0	0	1	0.4098955	0.0374812	0.50316554	0.04945773	0.011432625	0
1	244.07	0	1	0	0	0	1	0	1	0	0	0.42373732	0.10025544	0.40152672	0.0744805	-0.06972113	0
11	77.63	0	1	0	1	0	1	0	0	0	1	0.5361259	0.053489994	0.36570415	0.044679966	0.036306903	2
11	46.84	0	1	1	1	1	0	0	0	1	0	0.5000857	0.02856753	0.3952657	0.076081045	0.21474746	2
10	407.23	0	1	1	0	0	1	0	1	0	0	0.6166255	0.010479723	0.35376593	0.019128863	0.06917402	0
2	230.11	0	1	1	0	0	0	1	0	1	0	0.480077	0.0338149	0.41270512	0.07340303	0.1703997	0
10	479.52	0	1	0	1	1	0	0	0	1	0	0.420502	0.0060369493	0.4347095	0.13875161	0.45560285	2
10	213.22	0	1	0	1	0	1	0	0	0	1	0.5529123	0.060814127	0.31903926	0.067234315	0.14993766	3
5	29.99	1	0	0	0	0	1	0	0	0	1	0.46184266	0.053043567	0.39886564	0.08624818	0.1495392	0
3	126.93	0	1	0	1	0	0	1	0	1	0	0.4635209	0.058562998	0.3687167	0.109199375	0.23263815	3
6	29.99	0	1	0	0	0	0	1	0	0	1	0.4412623	0.05827271	0.41189635	0.08856869	0.12063774	0
2	29.99	0	1	1	0	0	0	1	0	0	1	0.43152735	0.051715866	0.44184962	0.07490717	0.075876	0
1	152.34	0	1	0	1	0	1	0	0	0	1	0.56839937	0.07743085	0.27089885	0.083270945	0.23044482	2
1	364.96	1	1	0	1	0	1	0	1	0	0	0.3801239	0.0433801	0.33518812	0.24130788	0.6322909	3
10	114.71	1	0	0	1	0	1	0	0	0	1	0.4958036	0.072969355	0.35192925	0.07929784	0.111192435	2
2	675.88	1	1	1	1	0	0	1	0	1	0	0.49763834	0.06862536	0.31460583	0.11913041	0.3069424	2
7	166.07	0	1	1	0	0	1	0	0	1	0	0.5391355	0.0137757715	0.38452196	0.062566765	0.23005527	0
10	210.59	1	0	1	0	0	0	1	0	1	0	0.7295864	0.02555586	0.21051078	0.034346953	0.2128613	0
2	66.92	0	1	0	0	0	0	1	0	1	0	0.3612512	0.04490479	0.46781537	0.12602866	0.20332941	0
1	63.98	1	0	1	1	0	1	0	0	1	0	0.38494912	0.07960432	0.46723956	0.06820695	-0.08794668	2
1	1016.49	1	1	1	1	0	1	0	1	0	0	0.3725339	0.19759023	0.2311556	0.19872028	0.23139909	2
1	664.55	1	1	1	0	1	0	0	1	0	0	0.4136859	0.12766999	0.20263423	0.25600988	0.6447095	1
8	254.17	1	1	0	1	0	0	1	1	0	0	0.41562024	0.08573849	0.33520293	0.16343834	0.3135102	2
4	117.74	1	0	0	1	0	1	0	0	1	0	0.51031226	0.020874318	0.39042333	0.0783901	0.2558241	3
9	215.03	1	0	0	0	0	1	0	0	0	1	0.4383646	0.049509164	0.41414154	0.09798475	0.17969961	0
2	125.37	0	1	1	1	0	0	1	0	1	0	0.4742169	0.01839469	0.40619746	0.10119088	0.32418728	2
6	94.16	1	0	1	1	0	1	0	0	1	0	0.45524925	0.010190339	0.46971166	0.064848684	0.1988363	2
11	74.19	0	1	1	0	0	1	0	0	1	0	0.4475458	0.005759842	0.51192546	0.03476891	0.10178432	0
1	206.47	0	1	0	1	0	1	0	0	0	1	0.51309353	0.082662575	0.32846162	0.075782254	0.09742859	2
4	102.59	0	1	1	0	0	1	0	0	0	1	0.5058526	0.020269329	0.41867486	0.05520324	0.15593311	0
1	266.25	0	1	1	0	1	0	0	0	0	1	0.46041194	0.09296125	0.34123886	0.105387926	0.135948	0
3	483.36	1	0	1	1	0	1	0	1	0	0	0.3328764	0.03920055	0.5075623	0.12036074	0.17264938	2
5	415.49	0	1	0	0	0	1	0	0	1	0	0.5369745	0.050438322	0.3497156	0.062871605	0.13303715	1
3	84.09	1	0	0	1	0	1	0	0	1	0	0.4859432	0.059135303	0.3656665	0.08925493	0.17541808	2
1	635.29	0	1	1	1	0	1	0	0	0	1	0.43639222	0.0323579	0.43273354	0.09851632	0.2328248	2
9	29.99	1	0	0	0	0	1	0	0	0	1	0.47913837	0.043213755	0.39808056	0.07956736	0.16770494	1
5	287.98	1	1	1	1	0	1	0	0	1	0	0.51175666	0.099496365	0.31585056	0.07289643	0.04948385	2
2	206.78	0	1	0	0	0	1	0	1	0	0	0.4925984	0.060465187	0.35208502	0.094851404	0.2057959	0
9	141.21	0	1	1	1	0	1	0	0	0	1	0.49084657	0.016073707	0.44689324	0.04618645	0.12392162	3
2	31.24	0	1	0	0	0	0	1	0	0	1	0.3974641	0.14778164	0.3898339	0.06492034	-0.2565552	0
6	55.62	0	1	1	0	0	1	0	0	1	0	0.34898958	0.011844322	0.5522563	0.08690988	0.20629807	0
2	38.68	0	1	0	1	0	1	0	0	1	0	0.43560207	0.05616234	0.45784378	0.05039184	-0.030110426	2
2	29.99	0	1	0	0	0	0	1	0	0	1	0.3958755	0.094712794	0.41182604	0.09758568	-0.002988398	0
2	895.0	1	1	1	1	0	0	1	1	0	0	0.451565	0.055667955	0.31219277	0.18057424	0.51340246	2
4	66.75	0	1	0	1	0	0	1	0	1	0	0.4002707	0.028770559	0.46115896	0.10979977	0.2504999	2
1	218.07	1	1	1	1	1	0	0	0	1	0	0.4963865	0.16500232	0.2137481	0.12486304	0.23854397	2
2	89.31	1	0	1	1	0	1	0	0	0	1	0.46038193	0.04921887	0.41835916	0.07204009	0.10063535	2
6	121.29	1	0	1	1	0	1	0	0	1	0	0.49748772	0.0095714545	0.45021883	0.04272201	0.13558248	2
10	42.55	0	1	1	0	0	1	0	0	0	1	0.49961567	0.009568873	0.43987074	0.05094466	0.1700069	0
9	501.7	1	0	1	1	0	0	1	0	0	1	0.4832491	0.029175295	0.428677	0.0588986	0.12772612	2
1	239.0	1	0	1	1	0	1	0	0	0	1	0.5048394	0.06408047	0.33813688	0.09294326	0.20594043	3
12	230.14	1	0	0	0	1	0	0	0	0	1	0.39963812	0.15525903	0.36753884	0.07756398	-0.21107411	0
9	97.29	0	1	1	1	0	1	0	0	0	1	0.4511666	0.009437079	0.46727756	0.0721188	0.22642851	2
6	170.89	0	1	1	1	0	1	0	0	0	1	0.48220235	0.04205732	0.4143712	0.061369088	0.09754944	2
4	75.67	1	0	0	1	0	1	0	0	0	1	0.45754296	0.045707695	0.4164542	0.08029511	0.14163238	2
1	48.32	0	1	0	0	0	0	1	0	0	1	0.47636843	0.05442436	0.36896262	0.10024455	0.22222514	0
3	61.43	0	1	0	0	0	1	0	0	0	1	0.44447377	0.10993565	0.33526927	0.11032127	0.09858228	0
11	872.85	0	1	1	0	1	0	0	1	0	0	0.373002	0.042430438	0.33268082	0.2518867	0.657517	0
11	29.99	0	1	1	0	0	0	1	0	1	0	0.4880606	0.008816935	0.4690234	0.034099042	0.10006038	0
1	604.38	0	1	1	0	0	1	0	0	0	1	0.47084656	0.038328484	0.3278678	0.16295722	0.5134621	0
1	664.64	1	1	1	0	0	1	0	0	0	1	0.26886523	0.06266654	0.472894	0.1955742	0.20709896	0
9	98.52	1	0	0	0	0	1	0	0	1	0	0.44959244	0.026151324	0.44464916	0.07960705	0.19375661	0
10	142.94	1	0	0	1	1	0	0	0	0	1	0.47400072	0.076013125	0.37895787	0.071028285	0.0392866	2
10	114.69	0	1	0	1	1	0	0	0	0	1	0.36977303	0.07183527	0.4178019	0.14058982	0.17821789	2
5	351.68	1	0	0	1	0	0	1	0	1	0	0.4504229	0.05046607	0.42500347	0.074107565	0.09545214	2
10	206.46	0	1	0	1	0	0	1	0	1	0	0.56108373	0.03348539	0.35438836	0.051042523	0.13915642	2
7	41.36	0	1	0	0	0	1	0	0	1	0	0.45851725	0.06597117	0.42144576	0.05406586	-0.024163112	0
2	314.27	1	1	0	1	1	0	0	0	0	1	0.26676926	0.33197352	0.22032589	0.18093131	-0.20707983	3
2	211.38	0	1	1	0	0	1	0	1	0	0	0.31150457	0.044788953	0.50442505	0.1392814	0.18133214	0
12	90.15	1	0	0	1	0	1	0	0	0	1	0.39029184	0.052416965	0.33634943	0.22094174	0.556112	2
1	29.99	1	0	1	0	0	0	1	0	1	0	0.45684734	0.036045004	0.4312205	0.075887136	0.15303484	0
3	29.99	0	1	0	0	0	0	1	0	1	0	0.4330512	0.0641844	0.4175186	0.08524582	0.080943495	0
4	50.34	0	1	0	0	0	0	1	0	0	1	0.37195158	0.045450788	0.47806633	0.10453133	0.14106649	0
2	29.99	1	0	1	1	0	1	0	0	0	1	0.40430322	0.050286222	0.46116826	0.084242254	0.087675184	3
11	29.99	1	0	0	0	0	1	0	0	0	1	0.45195112	0.037528947	0.40852883	0.10199106	0.24621549	0
3	195.52	1	0	1	0	0	0	1	0	0	1	0.50321287	0.033480234	0.3905931	0.07271377	0.18912536	0
4	854.48	1	0	1	1	1	0	0	0	1	0	0.48466897	0.0774326	0.36512533	0.07277307	0.056863114	2
4	357.07	0	1	0	0	0	1	0	0	0	1	0.43086532	0.06358038	0.39479852	0.11075576	0.18097728	1
1	44.14	0	1	1	0	0	0	1	0	1	0	0.46522295	0.05706949	0.42484328	0.05286426	0.0027901903	0
8	29.99	1	0	0	0	0	0	1	0	1	0	0.49829945	0.03425207	0.38346735	0.08398115	0.2306834	0
2	782.8	1	0	1	1	0	1	0	1	0	0	0.37380248	0.09907117	0.45032397	0.07680234	-0.12761733	2
2	186.1	0	1	1	0	0	0	1	0	0	1	0.42305273	0.066327	0.44554883	0.06507145	-0.016193375	0
6	171.95	0	1	1	0	0	0	1	0	1	0	0.5610009	0.006176874	0.3923929	0.040429328	0.16503614	0
11	127.95	0	1	1	0	0	1	0	0	0	1	0.49701482	0.01878918	0.409109	0.07508697	0.23729728	0
2	29.99	1	0	0	0	1	0	0	0	1	0	0.33596778	0.10879047	0.43002117	0.12522054	-0.038162977	0
10	180.8	0	1	0	0	0	1	0	0	0	1	0.49999028	0.087371975	0.32613155	0.08650615	0.12177758	0
3	616.41	1	1	1	1	0	0	1	0	1	0	0.4362793	0.10130746	0.32665047	0.13576274	0.21029517	2
3	119.97	0	1	0	1	0	0	1	0	0	1	0.3397144	0.19923389	0.3408252	0.12022654	-0.21781161	3
7	308.43	0	1	0	0	0	1	0	0	1	0	0.5333936	0.058344327	0.31503713	0.09322489	0.25949496	0
3	585.08	1	0	1	0	0	0	1	0	1	0	0.50894296	0.034418784	0.30116934	0.15546891	0.5542398	0
2	426.94	1	0	0	0	0	0	1	1	0	0	0.4977524	0.07628182	0.31725594	0.10870987	0.24464148	0
5	241.62	1	0	1	0	0	1	0	0	0	1	0.4703667	0.033777006	0.41342142	0.082434826	0.19849731	0
11	166.32	0	1	0	0	0	1	0	0	0	1	0.4188597	0.06386453	0.45346484	0.06381093	-0.017881319	1
4	213.06	1	0	1	1	0	0	1	0	0	1	0.370224	0.042911056	0.50904346	0.07782144	0.057476975	2
1	67.88	1	0	0	1	1	0	0	0	0	1	0.4995736	0.049728863	0.31999534	0.13070215	0.39893764	2
10	411.39	1	0	0	1	0	0	1	0	1	0	0.5445549	0.046326697	0.3342747	0.0748437	0.20907262	2
3	666.15	1	0	1	0	0	0	1	1	0	0	0.37426347	0.045339018	0.49082676	0.089570805	0.09254861	0
2	212.76	1	1	1	0	0	1	0	0	0	1	0.4449783	0.053392213	0.30189636	0.19973308	0.58207	0
2	596.81	0	1	1	0	0	1	0	0	0	1	0.5616934	0.04221582	0.2727164	0.123374395	0.48315167	0
6	29.99	1	0	0	1	0	1	0	0	0	1	0.4564588	0.049429774	0.40626356	0.08784786	0.1601615	2
8	34.52	1	0	1	0	0	0	1	0	1	0	0.506717	0.006580459	0.46799827	0.018704211	0.051220927	0
7	229.55	0	1	0	0	0	0	1	1	0	0	0.42893693	0.038980227	0.4429844	0.08909846	0.16829276	0
1	276.23	1	1	0	1	0	0	1	0	1	0	0.4441961	0.14100057	0.298333	0.11647034	0.07967767	3
9	89.76	1	0	1	1	0	0	1	0	0	1	0.4478165	0.0142189935	0.47083384	0.06713067	0.18802354	2
5	681.43	1	1	1	1	0	0	1	0	1	0	0.3714874	0.12502708	0.43000165	0.07348385	-0.21171847	2
2	266.03	0	1	0	1	0	1	0	1	0	0	0.3755403	0.057619307	0.4518293	0.11501108	0.13975522	3
1	595.14	0	1	1	0	0	0	1	0	1	0	0.43550184	0.024511585	0.4257287	0.11425783	0.3166187	0
4	40.89	0	1	0	0	0	1	0	0	1	0	0.3912507	0.042759143	0.5039767	0.062013447	0.022090293	0
11	29.99	0	1	1	0	0	1	0	0	0	1	0.42854565	0.035499375	0.47023517	0.0657198	0.09224406	0
3	35.31	0	1	1	0	0	1	0	0	0	1	0.5395298	0.049584944	0.39633796	0.014547292	-0.09752764	0
8	184.24	1	0	0	1	0	0	1	0	1	0	0.44116825	0.040077675	0.45253363	0.06622038	0.08874752	2
12	243.48	0	1	1	1	0	0	1	1	0	0	0.4505527	0.017446507	0.49343574	0.03856504	0.070423216	2
2	29.99	1	0	0	0	0	1	0	0	1	0	0.36329845	0.062385347	0.45733097	0.11698519	0.11428298	0
7	29.99	1	0	1	0	0	0	1	0	0	1	0.5000161	0.021736046	0.4392352	0.03901266	0.07982892	0
12	605.85	0	1	1	0	0	1	0	0	1	0	0.3074071	0.17137982	0.48868275	0.0325303	-0.5910665	0
10	63.37	1	0	0	1	0	0	1	0	0	1	0.43217728	0.029597854	0.43694577	0.10127907	0.24815318	2
5	297.59	0	1	0	1	0	0	1	0	0	1	0.4595925	0.076110706	0.32569548	0.1386013	0.31288505	2
3	475.15	0	1	0	1	0	0	1	1	0	0	0.3579236	0.1345519	0.41354808	0.09397641	-0.17609835	2
4	43.09	1	0	0	1	0	0	1	0	1	0	0.44636425	0.04223668	0.45208022	0.05931885	0.059098326	3
5	146.96	0	1	1	1	1	0	0	0	1	0	0.47385752	0.07396203	0.39957175	0.052608673	-0.0373345	3
2	29.99	0	1	1	1	1	0	0	0	0	1	0.41480196	0.083046935	0.42065156	0.08149962	-0.009021103	3
5	142.29	1	0	0	1	0	1	0	0	0	1	0.4736269	0.057867724	0.39261347	0.0758919	0.10621984	2
11	81.01	0	1	0	1	0	1	0	0	0	1	0.43411934	0.0493662	0.47122294	0.045291554	-0.028835855	3
4	457.63	0	1	0	0	1	0	0	0	1	0	0.37880751	0.063328296	0.42826748	0.12959668	0.17815194	1
2	756.88	1	1	1	0	0	0	1	0	1	0	0.39877826	0.041150838	0.43671924	0.123351686	0.25340652	1
7	275.09	1	1	1	1	0	1	0	0	0	1	0.53504175	0.043620948	0.3322084	0.089128904	0.2723115	2
7	449.62	0	1	0	1	0	0	1	1	0	0	0.4240676	0.13571884	0.37088028	0.06933335	-0.16989645	2
1	315.11	1	0	0	0	0	1	0	0	1	0	0.47066364	0.08777916	0.35261008	0.08894714	0.08850816	1
10	33.46	1	0	1	1	0	1	0	0	1	0	0.48313832	0.008135967	0.48834434	0.020381395	0.04700532	2
1	469.26	1	0	0	0	0	1	0	0	0	1	0.39934546	0.046030156	0.43099397	0.12363037	0.23911384	0
4	488.44	0	1	1	0	0	0	1	0	0	1	0.39841512	0.026427956	0.46636418	0.10879271	0.25389338	0
9	294.5	1	0	1	1	0	0	1	1	0	0	0.5345466	0.008921077	0.4245529	0.031979427	0.10726686	2
3	86.33	0	1	0	1	0	1	0	0	1	0	0.48539534	0.042866208	0.3974094	0.07432908	0.15283677	2
9	57.86	1	0	1	0	0	0	1	0	0	1	0.43983763	0.020899896	0.48852947	0.050733037	0.09743356	0
1	92.66	0	1	0	1	0	1	0	0	1	0	0.409569	0.12989546	0.3635931	0.096942455	-0.060573086	2
